"Conta_Total","Gorjeta","Genero","Fumante","Dia","Horario","Tamanho_Mesa","Avaliacao_Servico","Possui_Criancas","Percentual_Esperado_Gorjeta"
19.37,2.81,"Masculino","Nao","Qui","Jantar",4,5,"Nao",0.154
12.13,0.84,"Masculino","Sim","Dom","Almoco",2,3,"Nao",0.1274
11.49,3.28,"Feminino","Nao","Sab","Almoco",3,4,"Sim",0.1529
13.17,3.38,"Masculino","Nao","Dom","Jantar",2,4,"Sim",0.2126
7.27,2.14,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.1928
12.34,1.57,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.1046
18.4,4.72,"Masculino","Nao","Dom","Almoco",2,4,"Nao",0.235
17.9,4.15,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2293
27.68,5.99,"Masculino","Sim","Qui","Almoco",2,4,"Nao",0.2275
23.39,6.75,"Masculino","Nao","Sab","Almoco",2,5,"Nao",0.2418
38.15,4.69,"Feminino","Nao","Sex","Jantar",6,4,"Nao",0.11
15.75,1.06,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1116
14.47,1.49,"Masculino","Sim","Qui","Jantar",4,5,"Nao",0.1119
15.08,2.22,"Masculino","Nao","Dom","Jantar",3,4,"Sim",0.1055
6.23,1.27,"Feminino","Nao","Dom","Jantar",3,3,"Nao",0.1885
12.65,2.74,"Masculino","Sim","Dom","Jantar",2,3,"Nao",0.2249
30.67,3.59,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1375
13.63,0.76,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1606
17.15,2.93,"Feminino","Nao","Dom","Jantar",2,1,"Nao",0.2225
26.7,2.2,"Masculino","Sim","Dom","Jantar",2,2,"Sim",0.1116
35.04,5.45,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1515
11.91,2.36,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.2224
27,6.75,"Masculino","Nao","Sab","Jantar",4,3,"Sim",0.2382
41.64,10.82,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.2227
12.43,1.58,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.1825
21.08,4.12,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2002
63.94,16.73,"Feminino","Sim","Sex","Jantar",4,5,"Nao",0.2365
12.82,2.26,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.1475
26.79,3.11,"Masculino","Sim","Sex","Jantar",2,4,"Sim",0.1274
24.91,2.24,"Masculino","Nao","Sex","Jantar",4,4,"Nao",0.1039
29.89,4.61,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1485
5,0.67,"Masculino","Sim","Qui","Jantar",2,3,"Nao",0.173
64.81,14.38,"Feminino","Nao","Dom","Almoco",3,4,"Nao",0.2163
26.02,3.21,"Masculino","Sim","Dom","Almoco",3,4,"Nao",0.1178
21.91,1.72,"Feminino","Sim","Dom","Jantar",2,2,"Nao",0.1154
10.78,1.36,"Masculino","Sim","Sab","Almoco",6,2,"Nao",0.1639
24.12,3.78,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1412
21.47,3.9,"Feminino","Nao","Sex","Jantar",4,5,"Nao",0.1462
42.42,7.78,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1868
31.98,7.95,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.1779
8.79,2.67,"Feminino","Sim","Sab","Almoco",3,4,"Nao",0.2199
37.11,6.94,"Feminino","Sim","Qui","Jantar",3,4,"Nao",0.1965
31.98,7.36,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.2386
16.7,2.22,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1597
10.81,2.09,"Feminino","Sim","Sex","Jantar",6,4,"Nao",0.2265
38.9,8.44,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2161
24.23,2.67,"Masculino","Sim","Dom","Jantar",2,3,"Nao",0.1208
21.3,5.1,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.2199
27.01,2.2,"Masculino","Nao","Qui","Jantar",4,4,"Sim",0.1113
21.09,6.01,"Masculino","Nao","Sex","Jantar",2,3,"Nao",0.2454
27.42,4.69,"Masculino","Sim","Dom","Jantar",5,2,"Nao",0.143
12.26,2.8,"Feminino","Nao","Qui","Almoco",2,5,"Sim",0.2291
19.68,4.47,"Feminino","Sim","Qui","Jantar",3,5,"Nao",0.22
20.1,5.03,"Feminino","Sim","Dom","Jantar",2,5,"Nao",0.1739
9.7,2.42,"Masculino","Sim","Sex","Jantar",2,5,"Sim",0.2453
9.99,1.36,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2251
54.4,7.57,"Feminino","Nao","Dom","Almoco",2,3,"Nao",0.1226
5.84,0.5,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.1544
35.82,6.7,"Masculino","Nao","Qui","Almoco",2,3,"Sim",0.1768
48.64,8.56,"Feminino","Sim","Sex","Almoco",3,5,"Nao",0.1586
30.15,4.78,"Feminino","Nao","Dom","Almoco",4,3,"Nao",0.1927
9.71,2.81,"Masculino","Sim","Dom","Almoco",4,2,"Nao",0.2261
38.71,9.45,"Feminino","Nao","Sab","Jantar",2,5,"Sim",0.2119
14.89,1.35,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.1241
18.88,3.95,"Masculino","Sim","Sex","Jantar",2,5,"Nao",0.1393
20.77,2.33,"Feminino","Nao","Qui","Jantar",3,4,"Sim",0.1293
18.45,2.47,"Feminino","Nao","Sab","Jantar",4,3,"Nao",0.1701
12.95,3.86,"Feminino","Sim","Dom","Jantar",2,5,"Nao",0.2061
13.55,2.51,"Masculino","Nao","Qui","Jantar",3,4,"Sim",0.126
26.69,7.12,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.2419
26.02,5.98,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1955
17,4.27,"Masculino","Sim","Qui","Jantar",2,3,"Nao",0.2086
26.28,6.48,"Feminino","Sim","Dom","Jantar",2,3,"Nao",0.2099
25.61,5.51,"Masculino","Nao","Sex","Almoco",2,2,"Nao",0.2102
8.48,0.5,"Feminino","Sim","Dom","Jantar",4,4,"Sim",0.1009
8.53,1.66,"Feminino","Nao","Dom","Almoco",2,4,"Sim",0.1197
35.81,6.93,"Masculino","Sim","Sab","Almoco",2,5,"Nao",0.1467
5.52,1.08,"Feminino","Sim","Qui","Jantar",3,4,"Nao",0.2381
18.94,2.36,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1301
20,3.31,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.1462
21.12,5.06,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.2005
12.28,1.94,"Masculino","Sim","Qui","Almoco",2,1,"Nao",0.1317
23.66,4.56,"Masculino","Nao","Dom","Almoco",6,3,"Sim",0.1731
16.28,4.85,"Feminino","Sim","Qui","Jantar",2,2,"Nao",0.2354
25.12,2.73,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.116
29.97,6.46,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.2148
44.58,5.9,"Masculino","Nao","Qui","Almoco",2,5,"Nao",0.1389
26.71,5.78,"Masculino","Nao","Qui","Jantar",3,3,"Nao",0.216
19.01,4.62,"Masculino","Sim","Sex","Almoco",3,2,"Nao",0.2425
30.93,4.58,"Masculino","Nao","Sab","Almoco",2,1,"Nao",0.2114
23.64,2.97,"Feminino","Sim","Qui","Jantar",2,3,"Nao",0.1137
8.98,1.41,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1219
20.3,4.8,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.2268
45.29,5.81,"Masculino","Sim","Sab","Jantar",4,2,"Nao",0.1296
25.51,3.11,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1061
23.93,6.01,"Feminino","Nao","Sex","Almoco",2,5,"Nao",0.2318
16.5,3.7,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.2284
53.82,8.77,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.1569
33.06,7.26,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.2307
8.06,1.48,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.2009
17.6,3.58,"Feminino","Nao","Dom","Almoco",3,2,"Nao",0.1832
31.12,6.15,"Feminino","Sim","Qui","Almoco",2,3,"Nao",0.2073
19.98,4.53,"Feminino","Sim","Qui","Jantar",2,5,"Sim",0.1581
25.91,6.04,"Masculino","Nao","Sex","Jantar",4,5,"Nao",0.1832
24.81,3.28,"Feminino","Sim","Sab","Almoco",2,1,"Nao",0.179
13.21,3.93,"Feminino","Nao","Qui","Almoco",2,4,"Nao",0.2498
27.19,5.78,"Masculino","Sim","Sab","Jantar",2,3,"Nao",0.191
16.09,4.21,"Feminino","Nao","Sab","Almoco",4,3,"Nao",0.2179
13.37,1.84,"Masculino","Nao","Qui","Almoco",2,5,"Sim",0.1297
9.91,2.73,"Masculino","Sim","Dom","Jantar",3,3,"Nao",0.1939
21.17,4.27,"Masculino","Sim","Qui","Almoco",2,5,"Nao",0.1547
13.78,2.86,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2048
29.13,5.61,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1316
17.88,4.22,"Masculino","Nao","Sex","Jantar",2,5,"Nao",0.2453
12.45,1.96,"Masculino","Nao","Dom","Almoco",5,1,"Nao",0.2434
15.6,2.06,"Masculino","Nao","Sex","Jantar",4,5,"Nao",0.1915
21.16,3.77,"Feminino","Nao","Qui","Jantar",5,4,"Nao",0.1481
21.41,2.53,"Feminino","Nao","Sab","Almoco",2,4,"Nao",0.1133
45.29,5.78,"Masculino","Sim","Dom","Almoco",2,4,"Nao",0.125
9.52,2.17,"Masculino","Nao","Qui","Jantar",2,5,"Sim",0.2235
25.44,6.79,"Masculino","Nao","Sex","Jantar",4,5,"Sim",0.2375
23.55,4.97,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.1982
6.47,2.63,"Feminino","Nao","Sex","Jantar",2,5,"Nao",0.2366
13.71,1.41,"Feminino","Nao","Dom","Jantar",2,3,"Sim",0.1725
23.57,2.22,"Masculino","Sim","Dom","Almoco",3,5,"Nao",0.1022
9.24,1.76,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1798
36.18,6.73,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.1761
30.12,4.85,"Masculino","Nao","Sab","Jantar",1,4,"Sim",0.1605
28.37,4.17,"Masculino","Sim","Sex","Jantar",2,1,"Nao",0.1779
62.86,10.18,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1573
24.79,4,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1605
21.44,3.59,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1266
14.07,2.7,"Masculino","Nao","Qui","Jantar",2,2,"Nao",0.2222
18.89,3.22,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.13
23.37,7.43,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.2324
17.26,3.87,"Masculino","Nao","Sex","Almoco",2,5,"Sim",0.1789
24.3,5.15,"Masculino","Sim","Qui","Almoco",2,5,"Sim",0.1663
28.04,5.9,"Feminino","Nao","Sex","Jantar",2,4,"Sim",0.2183
15.65,3.34,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1693
39.37,9.13,"Masculino","Nao","Dom","Jantar",2,2,"Nao",0.2361
9.06,2.05,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.2294
20.71,2.49,"Masculino","Sim","Sex","Jantar",2,2,"Nao",0.1227
5.32,1.22,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2221
33.54,4.84,"Feminino","Sim","Sab","Almoco",2,1,"Nao",0.1643
21.22,2.53,"Feminino","Nao","Sab","Jantar",4,4,"Nao",0.112
8.74,1.45,"Masculino","Sim","Sab","Jantar",2,2,"Nao",0.2352
16.94,2.87,"Masculino","Nao","Qui","Jantar",2,1,"Nao",0.1896
25.53,4.37,"Feminino","Sim","Sab","Jantar",2,3,"Nao",0.1726
16.79,2.33,"Masculino","Nao","Dom","Jantar",3,1,"Nao",0.1224
30.89,7.84,"Feminino","Nao","Dom","Jantar",2,3,"Sim",0.2466
23.6,4.13,"Feminino","Nao","Dom","Almoco",2,3,"Nao",0.1942
21.66,3.7,"Masculino","Sim","Sab","Jantar",3,3,"Nao",0.1507
21.02,3.3,"Masculino","Sim","Sab","Jantar",2,5,"Sim",0.1281
14.58,3.9,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.136
36.69,4.69,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.1242
16.44,4.48,"Masculino","Sim","Qui","Jantar",5,4,"Nao",0.2411
17.89,2.94,"Masculino","Sim","Sab","Jantar",3,3,"Nao",0.1507
14.38,2.12,"Masculino","Sim","Sab","Jantar",2,4,"Sim",0.1694
43.15,8.76,"Feminino","Nao","Dom","Almoco",3,3,"Nao",0.2179
15.15,2.92,"Feminino","Nao","Sab","Almoco",3,5,"Nao",0.1691
32.45,8.19,"Masculino","Nao","Sex","Jantar",2,4,"Sim",0.244
13.34,1.54,"Masculino","Nao","Qui","Jantar",2,5,"Sim",0.1172
25.47,4.45,"Feminino","Sim","Dom","Jantar",4,4,"Sim",0.1584
26.34,4.94,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1928
28.77,5.61,"Feminino","Sim","Dom","Jantar",2,3,"Nao",0.2071
22.53,6.2,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.2343
6.48,2.15,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2127
27.38,6.32,"Masculino","Nao","Dom","Jantar",3,5,"Nao",0.1677
33.53,6.05,"Feminino","Nao","Sab","Jantar",6,5,"Sim",0.1632
37.24,8.66,"Masculino","Nao","Sex","Almoco",4,4,"Nao",0.2416
15.56,2.97,"Masculino","Nao","Sab","Almoco",3,4,"Nao",0.2297
13.87,2.96,"Feminino","Sim","Sex","Jantar",2,3,"Nao",0.2412
33.27,6.24,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1927
9.04,2.47,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1722
32.13,3.75,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.1009
10.78,2.71,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2371
25.47,5.35,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.2169
22.49,4.16,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.1429
24.14,5.59,"Feminino","Nao","Sex","Jantar",2,5,"Nao",0.1552
22.01,5.1,"Masculino","Sim","Qui","Jantar",1,3,"Nao",0.2313
18.52,4.21,"Masculino","Sim","Dom","Jantar",3,3,"Nao",0.2269
16.79,1.61,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1366
25.57,3.57,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.1362
14.04,1.53,"Masculino","Nao","Qui","Almoco",4,5,"Nao",0.1724
36.52,11.45,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.2272
22.74,4.1,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.1782
8.27,2.42,"Masculino","Nao","Sab","Almoco",2,5,"Nao",0.2323
64.44,11.21,"Feminino","Sim","Dom","Jantar",1,4,"Sim",0.1796
6.52,0.91,"Masculino","Nao","Sab","Almoco",2,5,"Nao",0.1628
30.4,8.94,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.2037
30.15,6.08,"Masculino","Sim","Dom","Almoco",2,5,"Nao",0.1672
12.76,3.94,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.1698
11.43,0.91,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1168
28.41,3.39,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1078
16.5,2.03,"Masculino","Nao","Qui","Jantar",2,2,"Nao",0.107
22.31,5.76,"Feminino","Sim","Sab","Jantar",2,3,"Nao",0.2348
53.52,11.69,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.2197
44.55,4.88,"Masculino","Sim","Dom","Jantar",2,3,"Sim",0.1192
30.88,3.21,"Masculino","Sim","Sab","Jantar",3,4,"Sim",0.1223
12.95,3.59,"Masculino","Sim","Sab","Jantar",4,5,"Sim",0.2362
7.44,1.37,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.1206
22.48,2.85,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1398
17.33,2.13,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1778
19.4,2.74,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.1326
19.58,2.75,"Feminino","Nao","Dom","Almoco",4,4,"Sim",0.1142
9.58,1.58,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1995
23.01,4.39,"Masculino","Sim","Qui","Almoco",4,5,"Nao",0.1353
26.9,4.43,"Feminino","Nao","Qui","Jantar",2,5,"Nao",0.1188
19.25,3.39,"Masculino","Nao","Qui","Jantar",5,1,"Nao",0.2042
31.2,4.93,"Feminino","Sim","Dom","Jantar",2,1,"Nao",0.1821
30.7,5.23,"Feminino","Sim","Sex","Jantar",2,5,"Nao",0.156
60.16,9.4,"Masculino","Sim","Qui","Almoco",3,1,"Nao",0.1862
33.2,8.54,"Feminino","Sim","Sab","Jantar",3,5,"Nao",0.231
10.69,2.49,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.2142
13.26,3.92,"Masculino","Nao","Dom","Jantar",6,4,"Nao",0.2156
15.88,4.28,"Masculino","Nao","Dom","Jantar",4,5,"Nao",0.2043
15.17,1.63,"Feminino","Sim","Sab","Jantar",2,1,"Nao",0.1159
35.26,8.04,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.1769
17.3,3.42,"Feminino","Sim","Sab","Jantar",2,4,"Sim",0.2111
23.23,4.23,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1491
34.08,4.27,"Feminino","Sim","Dom","Jantar",2,2,"Nao",0.1156
20.35,2.7,"Masculino","Nao","Sex","Almoco",2,1,"Nao",0.1361
21.62,3.86,"Feminino","Nao","Qui","Jantar",2,3,"Sim",0.1519
17.01,2.09,"Feminino","Sim","Qui","Jantar",3,1,"Nao",0.1309
24.35,5.18,"Feminino","Sim","Sex","Jantar",2,4,"Nao",0.2172
14.01,3.12,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.13
17.59,2.32,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.1201
17.09,1.71,"Masculino","Sim","Sex","Jantar",2,4,"Nao",0.1137
24.39,3.2,"Masculino","Sim","Qui","Jantar",3,4,"Nao",0.1283
19.97,4.77,"Masculino","Sim","Qui","Jantar",3,4,"Nao",0.2486
27.77,5.11,"Masculino","Nao","Sex","Almoco",5,4,"Nao",0.1792
16.2,3.47,"Feminino","Sim","Sab","Jantar",4,4,"Sim",0.2002
35.16,4.28,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.118
17.64,2.92,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.169
16.94,2.7,"Masculino","Sim","Dom","Jantar",2,4,"Nao",0.1254
11.57,1.61,"Feminino","Nao","Sex","Jantar",2,3,"Nao",0.102
11.47,2.54,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.2386
32.85,3.9,"Masculino","Nao","Sex","Almoco",2,4,"Nao",0.1124
8.54,1.76,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.2023
17.46,2.93,"Feminino","Nao","Sex","Jantar",3,3,"Nao",0.1355
6.59,0.5,"Masculino","Sim","Qui","Almoco",2,4,"Nao",0.1752
14.02,1.73,"Masculino","Nao","Dom","Jantar",2,1,"Nao",0.1063
16.91,1.59,"Masculino","Nao","Sab","Jantar",4,5,"Nao",0.1089
22.52,5.11,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1512
39.6,8.42,"Masculino","Sim","Sab","Almoco",2,5,"Nao",0.1674
23.14,4.37,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.1918
22.94,3.88,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1497
13.44,1.37,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.1186
29.72,3.93,"Masculino","Nao","Qui","Jantar",5,4,"Sim",0.1264
14.05,1.64,"Masculino","Sim","Qui","Jantar",2,2,"Nao",0.1291
6.74,0.5,"Feminino","Sim","Sab","Jantar",2,3,"Nao",0.1084
21.01,4.72,"Feminino","Nao","Qui","Almoco",4,2,"Nao",0.2431
40.99,6.39,"Masculino","Nao","Qui","Almoco",2,4,"Sim",0.1559
10.54,1.54,"Feminino","Nao","Qui","Jantar",2,3,"Nao",0.1361
27.72,4.21,"Masculino","Nao","Dom","Jantar",2,2,"Nao",0.1302
17.75,2.7,"Feminino","Nao","Sex","Almoco",2,4,"Sim",0.155
32.4,4.71,"Masculino","Sim","Dom","Almoco",2,4,"Nao",0.1337
20.06,4.04,"Masculino","Sim","Qui","Almoco",1,2,"Nao",0.1708
22.27,3.05,"Masculino","Nao","Qui","Jantar",3,3,"Nao",0.131
18.23,3.98,"Feminino","Nao","Qui","Almoco",2,4,"Nao",0.168
18.64,3.21,"Feminino","Sim","Sex","Jantar",2,4,"Nao",0.1792
40.14,3.95,"Masculino","Sim","Dom","Jantar",2,1,"Nao",0.1066
12.64,1.52,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.111
14.85,2.96,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.1921
33.51,8.1,"Masculino","Sim","Sex","Almoco",2,4,"Sim",0.2446
19.92,3.72,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1827
5.73,2.15,"Masculino","Nao","Qui","Jantar",2,5,"Sim",0.129
24.44,3.42,"Masculino","Sim","Qui","Jantar",4,5,"Nao",0.1224
28.05,5.77,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.208
18.48,1.29,"Masculino","Sim","Sab","Jantar",4,3,"Sim",0.1347
12.47,3.36,"Masculino","Nao","Sex","Almoco",2,5,"Nao",0.2414
24.41,4.59,"Feminino","Nao","Sab","Almoco",2,5,"Sim",0.1641
15.1,3.81,"Masculino","Sim","Sab","Jantar",4,4,"Sim",0.2253
13.79,2.89,"Masculino","Nao","Sab","Jantar",3,4,"Sim",0.237
41.16,7.02,"Feminino","Nao","Qui","Jantar",2,2,"Nao",0.1816
20.58,1.6,"Feminino","Nao","Sex","Jantar",2,2,"Sim",0.1087
17.47,2.4,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1354
19.34,4.7,"Masculino","Sim","Dom","Jantar",2,3,"Nao",0.2026
24.94,7.7,"Masculino","Nao","Sab","Jantar",4,5,"Sim",0.2469
25.19,5.5,"Feminino","Nao","Dom","Jantar",3,2,"Sim",0.2283
22.47,2.2,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.1056
12.54,1.2,"Masculino","Nao","Sab","Almoco",3,4,"Nao",0.1806
10.35,2.69,"Masculino","Nao","Sex","Jantar",5,5,"Nao",0.1703
15.97,1.46,"Feminino","Sim","Sex","Jantar",2,4,"Nao",0.1039
27.29,5.92,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.188
10.54,1.33,"Masculino","Nao","Qui","Almoco",2,3,"Nao",0.164
25.69,3.58,"Masculino","Nao","Dom","Almoco",2,4,"Sim",0.1472
30.52,6.44,"Feminino","Sim","Qui","Almoco",2,1,"Nao",0.2203
14.98,3.64,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2487
11.93,3.32,"Feminino","Nao","Qui","Jantar",2,2,"Sim",0.2267
23.27,6.21,"Masculino","Nao","Sab","Almoco",2,5,"Sim",0.2481
20.96,4.63,"Masculino","Sim","Sex","Jantar",3,5,"Nao",0.2125
17.32,4.61,"Feminino","Sim","Qui","Jantar",2,5,"Nao",0.1862
15.78,3.64,"Feminino","Sim","Qui","Almoco",2,4,"Sim",0.2315
18.27,4.44,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2189
13.15,3.28,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2274
38.22,5.01,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1434
24.45,3.97,"Feminino","Nao","Dom","Jantar",3,5,"Sim",0.1633
22.57,2.54,"Masculino","Nao","Dom","Jantar",4,2,"Nao",0.1227
15.45,1.66,"Masculino","Sim","Qui","Jantar",4,4,"Nao",0.112
20.48,4.56,"Masculino","Nao","Dom","Jantar",6,3,"Nao",0.23
31.3,3.18,"Masculino","Nao","Qui","Jantar",2,4,"Sim",0.1132
13.44,1.83,"Masculino","Nao","Dom","Jantar",2,4,"Sim",0.1691
18.69,1.88,"Masculino","Sim","Sab","Almoco",2,5,"Nao",0.103
37.51,9.06,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2266
22.81,4.27,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1322
14.07,2.46,"Masculino","Nao","Qui","Jantar",4,4,"Nao",0.1848
14.26,1.15,"Masculino","Sim","Sab","Jantar",4,5,"Sim",0.1106
10.7,1.23,"Masculino","Nao","Sab","Jantar",2,1,"Nao",0.1747
33.21,5.17,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1427
11.23,2.38,"Masculino","Sim","Sex","Almoco",2,5,"Nao",0.189
20.37,4.5,"Masculino","Nao","Qui","Jantar",4,3,"Nao",0.1951
16.83,2.34,"Masculino","Nao","Qui","Almoco",4,4,"Nao",0.1325
24.69,4.89,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1899
16.32,4.71,"Masculino","Nao","Qui","Almoco",2,5,"Nao",0.2293
11.77,1.69,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.1475
16.12,3.96,"Masculino","Sim","Sex","Almoco",5,3,"Sim",0.2342
10.9,1.4,"Masculino","Sim","Qui","Almoco",4,4,"Sim",0.1346
8.57,2.46,"Feminino","Nao","Dom","Jantar",4,4,"Nao",0.1765
35.49,4.75,"Masculino","Sim","Qui","Jantar",2,5,"Sim",0.1012
15.06,2.14,"Masculino","Sim","Qui","Jantar",2,3,"Nao",0.1724
13.32,1.23,"Masculino","Nao","Dom","Jantar",2,2,"Nao",0.1472
26.57,4.27,"Masculino","Nao","Dom","Jantar",2,4,"Sim",0.1937
31.75,5.03,"Masculino","Sim","Qui","Jantar",4,3,"Nao",0.155
27.73,3.1,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.152
10.77,0.5,"Feminino","Sim","Dom","Jantar",2,3,"Sim",0.1025
22.04,5.76,"Masculino","Sim","Sex","Jantar",2,4,"Sim",0.241
19.39,3.28,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1463
15.32,2.64,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.1661
15.32,0.91,"Feminino","Sim","Qui","Jantar",2,4,"Nao",0.1234
17.91,2.7,"Feminino","Nao","Qui","Almoco",2,3,"Nao",0.144
17.45,3.21,"Feminino","Sim","Dom","Jantar",3,4,"Nao",0.1293
13.08,2.47,"Feminino","Nao","Dom","Jantar",4,4,"Nao",0.2096
15.54,3.47,"Feminino","Nao","Qui","Almoco",2,5,"Nao",0.1498
14.92,2.99,"Feminino","Nao","Sab","Jantar",3,4,"Nao",0.1776
17.17,2.88,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.1663
24.65,3.1,"Masculino","Nao","Dom","Jantar",2,4,"Sim",0.1198
26.29,3.11,"Feminino","Nao","Sex","Jantar",2,1,"Nao",0.1411
40.77,4.52,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.1059
29.32,3.94,"Feminino","Nao","Qui","Almoco",4,3,"Nao",0.1363
